name	va	args	gettop	player	pushes	returns	size
PARTNER_AddDefenceAptitude	0816EAE0	1:number 2:number	1	1	number,number,number,number,number,number,number,number,table,number,number,table,number,number,number,number,number	2	2164
PARTNER_AddEmotionDegree	0816CDD0	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	2172
PARTNER_AddExp	0816DE60	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number,number,number	5	930
PARTNER_AddFightPartner	0816C400	1:number 2:number 3:number 4:number 5:number 6:number 7:number 8:number 9:number	1	1	number,number,number,string,string	1	908
PARTNER_AddHitTargetRateAptitude	0816EC00	1:number 2:number	1	1	number,number,number,number,number,number,table,number,number,table,number,number,number,number,number,number	2	2148
PARTNER_AddLifeAptitude	0816EE40	1:number 2:number	1	1	number,number,table,number,number,table,number,number,number,number,number,number,number,number,number,number	2	2118
PARTNER_AddLuckAptitude	0816E8A0	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,table,number,number	1	2173
PARTNER_AddSkill	0816D9D0	1:number 2:number 3:number 4:number 5:number	1	1	number,number,number,number,number	1	707
PARTNER_AddSpeedAptitude	0816E9C0	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number,number,table,number,number,table,number,number,number	1	2179
PARTNER_AddState	0816D240	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number	1	1036
PARTNER_AddStrengthAptitude	0816ED20	1:number 2:number	1	1	number,number,number,number,table,number,number,table,number,number,number,number,number,number,number,number	2	2135
PARTNER_CallOutCurPartner	0816C160	1:number	1	1	number,number,number	1	220
PARTNER_ChangeCharacter	0816F370	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number	1	1794
PARTNER_ChangeFeature	0816E710	1:number 2:number	1	1	number,number	1	394
PARTNER_ChangeFeatureOfPeriod	0816E570	1:number 2:number	1	1	number,number	1	412
PARTNER_Count	0816BF50		0	1	number,number	1	115
PARTNER_GetAllSkill	0816EF60	1:number 2:number	1	1	table,number,number,table,number,number,number,number,number,number,number,number,number,number,number,number,number,number	2	2101
PARTNER_GetAptitudes	0816E450	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number	1	700
PARTNER_GetAttribs	0816E330	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	988
PARTNER_GetAttribsInc	0816E210	1:number 2:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1276
PARTNER_GetBirthday	0816F480	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,number,number,number	1	1522
PARTNER_GetCharacter	0816F560	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,number,number	1	1298
PARTNER_GetCurPartner	0816BFD0		0	1	number,number,number	2	140
PARTNER_GetEmotionDegree	0816C940	1:number	1	1	number,number	1	202
PARTNER_GetEndure	0816C790	1:number	1	1	number,number	1	216
PARTNER_GetEssentialFeatureID	0816DBC0	1:number	1	1	number,number	1	211
PARTNER_GetExp	0816DFD0	1:number	1	1	number,number,number,number,number,number,number,number	5	562
PARTNER_GetGenData	0816F640	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number	1	1074
PARTNER_GetLevel	0816DD80	1:number	1	1	number,number	1	211
PARTNER_GetName	0816C6C0	1:number	1	1	string,string	1	204
PARTNER_GetResists	0816E0A0	1:number	1	1	number,number,number,number,number,number	5	354
PARTNER_GetSeries	0816DCA0	1:number	1	1	number,number	1	211
PARTNER_GetSettingIdx	0816C870	1:number	1	1	number,number	1	205
PARTNER_GetSkillInfo	0816F1F0	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number,number	2	2022
PARTNER_GetTaskValue	0816CBA0	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number	1	2164
PARTNER_LevelUp	0816CA10	1:number 2:string 3:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number	1	2040
PARTNER_ReGenAttribsInc	0816D900	1:number 2:number 3:number 4:number 5:number	1	1	number,number,number,number,number,number,number	1	915
PARTNER_RemoveAllSkill	0816D650	1:number 2:number 3:number 4:number 5:number	1	1	number,number,number,number,number,number,number,number,number	1	1603
PARTNER_RemovePartner	0816C320	1:number	1	1	number,number,number	1	212
PARTNER_RemoveSkill	0816FE40	1:number 2:number 3:number	1	1	number,number,number	1	543
PARTNER_SetAttribs	0816FA80	1:number 2:number 3:number 4:number 5:number 6:number 7:number	1	1	number,number	1	947
PARTNER_SetCallOutSwitch	0816C060	1:number	1	1	number,number,number,number,number	1	476
PARTNER_SetCurPartner	0816C240	1:number	1	1	number,number,number,number,number,number	1	436
PARTNER_SetEmotionDegree	0816CF60	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number	1	1772
PARTNER_SetName	0816D0F0	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number,number,number,number	1	1372
PARTNER_SetResists	0816F870	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number	1	514
PARTNER_SetStandbySkill	0816F710	1:number 2:number 3:number 4:number 5:number 6:number	1	1	number,number,number,number,number,number	1	866
PARTNER_SetTaskValue	0816D4C0	1:number 2:number 3:number	1	1	number,number,number	1	396
PET_AddAttrib	081D6950	1:number 2:number	1	1		0	203
PET_AddUpgradePoint	081D7040	1:number	1	1		0	149
PET_ClearAttrib	081D6D20		0	1		0	57
PET_ClearSkill	081D6CE0		0	1		0	57
PET_Create	081D6F00	1:number 2:string	1	1		0	191
PET_Delete	081D6D60		0	1		0	87
PET_GetAttrib	081D64F0	1:number	1	1	number	1	146
PET_GetDex	081D6430		0	1	number	1	96
PET_GetEng	081D6370		0	1	number	1	96
PET_GetFeatureId	081D61C0		0	1	number,number	1	98
PET_GetGrownPoint	081D5FE0		0	1	number	1	74
PET_GetLevel	081D60E0		0	1	number,number	1	98
PET_GetLife	081D6310		0	1	number	1	96
PET_GetMana	081D62B0		0	1	number	1	96
PET_GetName	081D7180		0	1	string	1	74
PET_GetSkill	081D6B80		1	1	number	1	146
PET_GetStr	081D6490		0	1	number	1	96
PET_GetTamePoint	081D5F90		0	1	number	1	74
PET_GetUpgradePoint	081D6150		0	1	number,number	1	98
PET_GetVit	081D63D0		0	1	number	1	96
PET_IsCreate	081D6080		0	1	number	1	88
PET_IsSummon	081D6030		0	1	number	1	74
PET_SetAttrib	081D6A20	1:number 2:number	1	1		0	183
PET_SetDex	081D6810	1:number	1	1		0	155
PET_SetEng	081D66D0	1:number	1	1		0	155
PET_SetFeatureId	081D6E60	1:number	1	1		0	147
PET_SetGrownPoint	081D6230	1:number	1	1		0	124
PET_SetLevel	081D6DC0	1:number	1	1		0	147
PET_SetLife	081D6630	1:number	1	1		0	155
PET_SetMana	081D6590	1:number	1	1		0	155
PET_SetName	081D6FC0	1:string	1	1		0	122
PET_SetSkill	081D6C20	2:number	1	1		0	183
PET_SetStr	081D68B0	1:number	1	1		0	155
PET_SetTamePoint	081D5F10	1:number	1	1		0	124
PET_SetUpgradePoint	081D70E0	1:number	1	1		0	149
PET_SetVit	081D6770	1:number	1	1		0	155
PET_Summon	081D6B30		0	1		1	65
PET_UnSummon	081D6AE0		0	1		1	65
PIdx2MSDIdx	08136D90	1:number 2:number 3:number	1	1	number	1	3004
PIdx2NpcIdx	080FD630	1:number	0	0	number,number	1	141
Pay	08118A90	1:number	0	1	number,number,number	1	374
PayCoin	08118720	1:number	1	1	number,number,number	1	213
PayExtPoint	0810FCA0	1:number 2:number	1	1	number	1	184
PayRetScoreForGoldCoin	08118620	1:number	1	1	number,number,number,number	1	469
PlayMusic	0810E8E0	1:string	1	1		0	187
PopString	080FFB00		0	0	string	1	48
PreApplyDungeonMap	08126FE0	1:number 2:number 3:number	1	0	number	1	286
PrePay	08118870	1:number	0	1	number,number,number	1	248
PreviewPlatinaFromGold	0811E8C0	1:number	1	0	table,number,nil	6	443
PreviewPlatinaUpgrade	0811E6F0	1:number	1	0	table,number,nil	6	459
PrintLuaStack	08104240	1:number 2:number	1	0	number,number	1	470
Prise	08124950	1:number 2:number ?:string	1	1	number	0	1732
PushString	0812FDA0	1:string 2:string 3:string	1	1	number,number,number,number	1	1659
PutMessage	08116F80	1:number	1	1		0	373
QueryAuctionItemInfo	08113500		0	1		0	183
QueryMapTrap	081028C0	1:number 2:number 3:number	1	0	number,number,nil	2	364
QueryRoleName	0810AA50	1:string	1	1	number,number,number	1	330
QueryTongName	0810A1A0	1:number 2:number 3:number 4:number	1	1	number,number,number,number	1	897
QueryWiseMan	08113830	1:string 2:string 3:number	1	1		0	506
QueryWiseManForSB	0811A270	1:string 2:string 3:number 4:string	1	1		0	578
ReduceArenaCredits	08107E40	1:number	1	1	number,number,number,number,number,number,number	1	613
ReduceEnergy	08107C00	1:number	1	1	number,number,number,number,number,number,number	1	565
ReduceOwnExp	08112630	1:number	1	1		0	136
ReduceRespect	0812CFE0	1:number	1	1	number,number,number	1	714
ReloadSkill	08104C40		0	0		0	55
RemoteExecute	08100740	1:number 2:string 3:number 4:string 5:number	1	0	number,number,number,number	1	1201
RemoveAllPlayerEvent	0810C3E0		0	1	number	1	87
RemoveItemByIndex	08114F80	1:number	1	1	number	1	206
RemoveNpcSkillState	08105700	1:number 2:number	1	0		0	164
RemoveOpenCardUiItem	080FB800		0	0		0	7
RemovePlayerEvent	0810C440	1:number	1	1	number,number	1	194
RemoveSkillState	08110140	1:number	1	1		0	142
RenameRole	0810A9C0	1:string	1	1	number,number,number,number	1	474
RenameTong	0810A010	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number	1	1297
Repair_Open	08116460		1	1		0	38
ReplaceString	0812EB20	1:string 2:string	1	1	number,number	1	705
RestoreCamp	0811B0E0		0	1		0	62
RestoreLife	08112480		0	1		0	79
RestoreMana	08112430		0	1		0	79
RestoreNpcFeature	081035C0	1:number	1	0		0	109
RestoreOwnFeature	0810CB20		0	1		1	77
RestoreStamina	081123E0		0	1		0	66
ResumeTimer	08100B60	1:number	1	0	number,number	1	145
ReturnDungenonMap	08126E10	1:number 2:number	1	0	number,number	1	172
ReturnFromPortal	081178C0		0	1		0	55
RevID2WXY	08114790	1:number 2:number	1	1	number,number,number	3	268
RevivalAllNpc	08107130		0	0		0	45
RightFillString	0812E080	1:number 2:string	1	0		0	335
RollItem	081C16D0	1:number	1	1		0	447
RollbackSkill	0811C640	1:number	1	1	number,number,number,number	1	402
RunGlbMission	08132380	1:number	1	0		0	3017
RunMission	08132E50	1:number 2:string 3:number	1	0		0	3102
STAT_CleanGoodsSaleNum	08177050		0	0	number	1	101
STAT_GetGoodsCount	08176B10		0	0	number	1	34
STAT_GetGoodsName	08176D50	1:number	1	0	string,string	1	171
STAT_GetGoodsSaleNum	081770C0		0	0	number	1	99
STAT_SearchGoodsSaledItem	08176B40	1:number 2:number 3:number	1	0	number,string,number,number,string,number,string,string	3	699
ST_CheckLockState	081C1490	1:number	1	1	number,number,string,number,number,number	2	1023
ST_CheckTextFilter	081C2AD0	1:string 2:number 3:number	1	0	number,number,number,number,number,number,number,string,number,number	3	1512
ST_DoTransLife	081C2990		0	1	number	1	90
ST_GetDamageCounter	081C1330		0	1	number	1	79
ST_GetOffliveState	081C29F0		0	1	number,number	1	105
ST_GetTransLifeCount	081C1100		0	1	number	1	81
ST_IncreaseDamageCounter	081C1380	1:number	0	1		0	123
ST_IsTransLife	081C1160		0	1	number	1	87
ST_LevelUp	081C2A60	1:number	0	1		0	106
ST_SetPlayerGameTime	081C1240	1:number	0	1		0	100
ST_SetTransLifeCount	081C2900	1:number	1	1	number	1	234
ST_StartDamageCounter	081C12F0		0	1		0	64
ST_StopDamageCounter	081C12B0		0	1		0	64
ST_SyncMiniMapObj	081C1930	1:number 2:number	1	1		0	209
ST_UseCurCampTeam	081C11C0	1:number	0	1		0	114
Sale	08122D00	1:string 2:number 3:number 4:string 5:string	1	1	number	1	1223
SaveMaskFeature	08115140	1:string 2:number	1	1	number	0	666
SaveNow	08111ED0		0	1		0	48
SaveQuickly	08111F00		0	1		0	48
SaveSDB2Relay	08105960	1:string 2:number 3:number 4:number 5:? ?:number	1	0	number	0	713
Say	08123C90	1:string 2:number 3:? ?:string	1	1	number,number	0	2643
SearchPlayer	081020A0	1:string	1	0	number,number	1	113
SearchPlayerByNameID	08102120	1:number	1	0	number,number	1	137
SelectTaskAward	08174530	1:number 2:number 3:number	1	1	nil,number,number,number,number,number,number,number,number,number,string,nil	1	2067
SelectTaskFinish	081745E0	1:number 2:number 3:number	1	1	nil,number,number,number,number,number,number,number,number,number,string,nil,string	1	2034
SelectTaskStart	08174690	1:number 2:number 3:number	1	1	nil,number,number,number,number,number,number,number,number,number,string,nil,string,nil,nil	1	2004
SendScriptData	0810B220	1:number 2:number	1	1	number,number,number	1	387
SendSpreaderCDKey	081C24E0	1:string	1	1	number,number	1	256
SendTaskOrder	08117100	1:string	1	1		1	161
Set120SkillID	08114B90	1:number	1	1	number,number,number	1	210
SetAForbitSkill	08121580	1:number 2:number	1	1		0	150
SetArenaCredits	0812B6D0	1:number	1	1	number,number	1	234
SetAutoHangFreeFlag	080FE110	1:number 2:number	1	0	number,number	1	186
SetAutoHangMapFlag	08126690	1:number	1	1	number,number,number	1	242
SetBit	080FEAC0	1:number 2:number 3:number	0	0	number,number	1	355
SetBitTask	08108F10	1:number 2:number 3:number 4:number	1	1	number,number	1	646
SetByte	080FE950	1:number 2:number 3:number	0	0	number	1	206
SetCamp	0811B2E0	1:number	0	1		0	131
SetChatFlag	08111460	1:number	1	1		0	139
SetColdR	08113B20	1:number	0	1	nil,number,number,number	1	314
SetCouldDisbandTong	081BFED0	1:number	1	0		0	76
SetCouldKickTong	081BFF20	1:number	1	0		0	76
SetCouldQuitTong	081BFF70	1:number	1	0		0	76
SetCreateTeam	08120FC0	1:number	0	1		0	205
SetCumulateOffer	08113E80	1:number	1	1	number,number	1	154
SetCurCamp	0811B1D0	1:number	0	1		0	131
SetCurDurability	0810F090	1:number 2:number	1	1		0	215
SetDeathPunish_PK10	08110680	1:number	0	1		0	114
SetDeathReliveFlag	08110600	1:number	0	1		0	121
SetDeathScript	08110700	1:string	0	1		0	136
SetDeathType	08110580	1:number	0	1		0	114
SetDebugOut	080FD140	1:number	1	0		0	95
SetDelDupedAllInOne	08101F40	1:number	1	0	number,number	1	177
SetDelayCatchTime	0814E880	1:number	1	0	number,number	1	121
SetDisabledFuncFlag	08126790	1:number	1	1	number,number,number	1	202
SetDupedDealLevel	08102000	1:string	1	0	number,number,number	1	273
SetEnergy	08107B30	1:number	1	1	number,number	1	205
SetEquipWishValue	080FCC20	1:number 2:number	1	0	number,number	1	339
SetFaction	0811A540	1:string	0	1	number,string,string	1	271
SetFightState	08117A10	1:number	0	1		0	419
SetFireR	08112F40	1:number 2:number	0	1		0	339
SetFusionIsSmelted	0810A610	1:string 2:number 3:number	1	1	number,table,number,number,number,number,number,number,number,number	1	1418
SetFusionMagicSeed	0810A530	1:string 2:number 3:number	1	1	number,number,table,number,number,number,number,number,number,number,number	1	1642
SetGlbMissionV	080FD740	1:number 2:number	1	0		0	167
SetGlbValue	080FE2F0	1:number 2:number	1	0		0	153
SetGlobalTradeFlag	08108760	1:number	1	1		0	204
SetHide	0810AD80	1:number	1	1		0	164
SetHighLightPos	0810DFA0	1:number 2:number 3:number 4:string 5:number	1	1		0	670
SetImmedSkill	08114C70	1:number 2:number	1	1		0	279
SetIsCheckNpcBarrier	08118C40	1:number	0	0		0	72
SetItemBindState	08127630	1:number 2:number	1	1	number	1	246
SetItemExchangeValue	08101B20	1:number 2:number	1	0	number,number	1	510
SetItemFortuneValue	08101A30	1:number 2:number	1	0	number,number	1	750
SetItemMagicLevel	080FD020	1:number 2:number 3:number	1	0		0	383
SetItemNewFeature	080FDBC0	1:number 2:number	1	0		0	183
SetItemStackCount	0810D9A0	1:number 2:number 3:number 4:string 5:number	1	1	number,number,number,number,number,number	1	2206
SetJoinTongTime	08121180	1:number	1	1		0	137
SetLastBreakTime	080FCB50	1:number 2:number	1	0	number,number,number	1	547
SetLastFactionNumber	0810E4B0	1:number	1	1		0	126
SetLastLogoutTime	0810B7E0	1:number	1	1		0	135
SetLastOfflineTime	0810B8E0	1:number	1	1		0	135
SetLightR	08112C90	1:number 2:number	0	1	nil	0	363
SetLogoutRV	08110500	1:number	0	1		0	125
SetLucky	08111B00	1:number	1	1		0	117
SetMangonelParam	081217E0	1:number 2:number 3:number 4:number	1	0		0	249
SetMapParam	080FE480	1:number 2:number 3:number	1	0	number,number	1	418
SetMapType	080FE630	1:number 2:number	1	0	number	1	203
SetMaxDurability	0810F1F0	1:number 2:number	1	1		0	217
SetMaxResist	08108CD0	1:number 2:number 3:number 4:number	1	1	number,number,number,number	1	1222
SetMissionS	08107220	1:number 2:string	1	0		0	207
SetMissionV	08107390	1:number 2:number	1	0		0	207
SetMissleStep	080FDB70	1:number	0	0		0	74
SetMoveSpeed	081216C0	1:number 2:number 3:number 4:number	1	1		0	537
SetNpcAI	08103F40	1:number 2:number ?:number	1	0	number,number,number,number,number	1	1238
SetNpcActiveRegion	08104110	1:number 2:number	1	0	number,number,number,number,number	1	774
SetNpcAuraSkill	081057B0	1:number 2:number 3:number	0	0	number	1	245
SetNpcCurCamp	0811B120	1:number 2:number	0	0		0	161
SetNpcCurLife	080FC060	1:number 2:number	1	0		0	105
SetNpcDeathScript	08101500	1:number 2:string 3:number	1	0	number,number,number,string,number	1	816
SetNpcExpRate	081C0AE0	1:number	1	0	number	0	99
SetNpcFightState	08117940	1:number 2:number	1	0		0	201
SetNpcKind	08103DA0	1:number 2:number	1	0	number,number	1	415
SetNpcParam	081C0260	1:number 2:number 3:number	1	0	table	1	570
SetNpcPos	0811B830	1:number 2:number 3:number	1	0		0	265
SetNpcScript	08101500	1:number 2:string 3:number	1	0	number,number,number,string,number	1	816
SetNpcTimer	080FC180	1:number 2:number	1	0	number,number,number	1	466
SetOnlineCommissionStatus	08109230	1:number 2:number	1	1		0	403
SetPK	08110420	1:number	1	1		0	128
SetPKFlag	0810F610	1:number	1	1		0	132
SetPMParam	0812AFA0	1:number 2:number 3:number 4:number 5:number	1	1	number,number	1	2074
SetPartnerBagLevel	0811A7B0	1:number 2:number	1	1	number,number,number,number,number,number	1	521
SetPhyR	08112750	1:number 2:number	0	1		0	339
SetPkReduceState	08109570	1:string 2:string 3:number 4:number	1	1		0	2230
SetPlatinaMagicIndex	080FC710	1:number 2:number 3:number	1	0	number	1	360
SetPlayerEnteringTrap	081112F0	1:number	0	1		0	118
SetPlayerFlag	0810B5D0	1:number 2:number	1	1	number,number	1	386
SetPlayerFortuneRank	0810ABA0	1:number	1	1	number	1	193
SetPlayerLog	08111250	1:number	0	1		0	156
SetPoisonCount	0810AEC0	1:number	0	1		0	134
SetPoisonR	081129F0	1:number 2:number	0	1		0	339
SetPos	0811B940	1:number 2:number	1	1		0	327
SetPotionCount	0810AEC0	1:number	0	1		0	134
SetProgressBarEvent	080FC4D0	1:number 2:number	1	0	number	1	182
SetPropState	081069B0	1:number	1	0		0	130
SetProtectTime	0810E3E0	1:number	1	1		0	126
SetPunish	0810F470	1:number	1	1	number	1	280
SetRandSeed	0811DC00	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number,number,number,number	1	1494
SetRank	081109E0	1:number	0	1		0	137
SetRefuseLogin	0814EB00	1:number	1	1	number,number,number	1	194
SetRelaxTime	08110FC0	1:number	0	1		0	118
SetRespect	081080B0	1:number	1	1	number,number	1	234
SetRevPos	0811B370	1:number 2:number	1	1	number,number	1	350
SetSeries	0811A0C0	1:number	0	1		0	122
SetSex	08116560	1:number	1	1		0	144
SetSiegeVoitureParam	081218E0	1:number 2:number	1	1		0	443
SetSignCodeSyncTime	0814E900	1:number	1	0	number,number	1	129
SetSkillLevel	0812C430	1:number 2:number	1	1	string,number	1	2274
SetSkillMaxLevelAddons	08108B70	1:number	1	1		0	137
SetSpecItemParam	080FF360	1:number 2:number 3:number	1	0	number,number,number,number,number	1	1879
SetStatData	080FF480	1:number 2:number	1	0	number,number,string	1	1712
SetStoneLevelOnEquip	080FC880	1:number 2:number 3:number	1	0	number,number,number,number	0	714
SetStringTask	081165F0	1:number 2:string	0	1	string,nil	1	396
SetSwitch	08102F80	1:string 2:number	1	0		0	146
SetTask	08116780	1:number 2:number	0	1		0	272
SetTaskStatus	08174B70	1:string 2:number 3:number	1	1	number,number,string,nil,string,nil,nil,string,nil,nil,number,nil,number,string,nil,number	1	2001
SetTaskTemp	08123950	?:number	1	0		0	195
SetTempRevPos	08110790	1:number 2:number 3:number	1	1	number	1	584
SetTimer	08122A30	1:number 2:number	1	1		0	157
SetTireTime	08111040	1:number	0	1		0	118
SetTmpCamp	0810BA50	1:number 2:number	1	1	number,number,number,number	1	466
SetTmpValue	081749F0	1:string 2:string 3:number	1	1	number,number,number,number,string,nil,string,nil,nil,string,nil,nil,number,nil,number	1	1978
SetTongMTask	08128A20	1:number 2:number	1	1	number,number,nil,number	1	1029
SetTongWeek	08113CD0	1:number	1	1	number,number	1	154
SetTotalOffer	08114030	1:number	1	1	number,number	1	154
SetUiGiveItemMoreConfirmMsg	0810AF50	1:string	1	1		0	206
SetUiGiveItemMsg	0810B020	1:string	1	1		0	206
SetWeekGoalOffer	0811A650	1:number	1	1	number,number	1	170
SetWeeklyOffer	081141E0	1:number	1	1	number,number	1	154
SetWorldName	0812B7C0	1:number 2:string	1	0	number,number	1	359
ShowLadder	081101D0	1:number ?:number	1	1		0	304
SmeltEquip	0810A8D0	1:string 2:number 3:number	1	1	number,number,number,number,number	1	714
SmeltItem	08116D50	1:number	1	1		0	327
StackExp	08108980	1:number 2:number	1	1	number,number,number,number	1	490
StarLevelUp	0810A430	1:number 2:number	1	1	number	1	241
StartBotDeleteAccount	0814EBD0	1:number	1	0		0	84
StartBotPunish	0814EC30	1:number	1	0		0	84
StartGlbMSTimer	08138340	1:number 2:number 3:number	1	0		0	2654
StartMissionTimer	08138840	1:number 2:number 3:number	1	0		0	1374
StartPoisonCounter	0810B1E0		0	1		0	64
StartPotionCounter	0810B1E0		0	1		0	64
StartTask	081748E0	1:string 2:string 3:number	1	1	number,number,number,number,number,number,string,nil,string,nil,nil,string,nil,nil,number	1	1980
StopGlbMSTimer	08133D80	1:number 2:number	1	0		0	2917
StopMissionTimer	08134720	1:number 2:number 3:number	1	0		0	2895
StopNpcAction	08118DD0	1:number	1	0		1	128
StopPoisonCounter	0810AE30		0	1		0	64
StopPotionCounter	0810AE30		0	1		0	64
StopTimer	08122A00		0	1		0	45
String2Id	08104BD0	1:string	1	0	number	1	167
SubWorldID2Idx	08102580	1:number	1	0	number	1	115
SubWorldIdx2ID	081077D0	1:number ?:?	1	1	number,number	1	626
SubWorldIdx2MapCopy	08107740	1:number ?:?	1	1	number,number,number	1	770
SubWorldName	08174390	1:number	1	0	nil,string,number	1	286
SuspendTimer	08100C00	1:number	1	0	number,number	1	145
SwearBrother	0812C860	1:string 2:string	1	0	number	1	1384
SyncBiaoCheDeathInfoToRelay	08104C80	1:number	1	0	number,number	1	184
SyncCitySummary	081160A0	?:number	1	1	number,number,nil,number,number	1	953
SyncClothesItemPreView	0811EA80		0	1	number,number	1	133
SyncIsCheckNpcBarrier	08118C10		0	1		0	41
SyncItem	08114EF0	1:number	1	1		0	142
SyncNpc	08103ED0	1:number	1	0		0	111
SyncTaskValue	0810E350	1:number	1	1		0	141
SyncTaskValueMore	0810E240	1:number 2:number 3:number	1	1	number	1	413
SyncWorkshopList	0811AD90		0	1		0	50
TM_GetRestCount	081C21A0	1:string 2:number 3:number 4:number	1	1	number,nil,number,nil,number,number,number	1	1088
TM_GetRestTime	081C2260	1:string 2:number 3:number 4:number	1	1	number,nil,number,number,number	1	896
TM_GetTimerCount	081C2130		1	1	number	1	105
TM_HasTimer	081C1E30	1:number	1	1	number,number,number,number,number,number,number,number,number	1	873
TM_IsTimerSuspending	081C1EF0	1:number	1	1	number,number,number,number,number,number,number	1	681
TM_ResumeTimer	081C1FB0	1:number	1	1	number,number,number,number,number	1	489
TM_SetTimer	081C23C0	1:string 2:number 3:number 4:number	1	1	number,number,number	1	544
TM_StopTimer	081C2330	1:string 2:number 3:number 4:number	1	1	number,number,number	1	688
TM_SuspendTimer	081C2070	1:number	1	1	number,number,number	1	297
TONGM_ApplyAddOffer	08198720	3:number	0	0	number,number	1	219
TONGM_ApplyAddOfferEx	081909D0	2:number 3:number	0	0	number,number	1	210
TONGM_ApplyAddRight	08198600	3:number	0	0	number,number,number,number	1	507
TONGM_ApplyAddTaskValue	081989A0	3:number 4:number	0	0	number,number	1	251
TONGM_ApplyAddUTaskValue	081988A0	3:number 4:number	0	0	number,number	1	251
TONGM_ApplyDelRight	081984E0	3:number	0	0	number,number,number,number,number,number	1	795
TONGM_ApplySetLWeekGoalOffer	08199740	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1633
TONGM_ApplySetLWeeklyOffer	08199B20	3:number	0	0	number,number,number,number,number,number,number,number	1	641
TONGM_ApplySetLastOnlineDate	08199360	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1922
TONGM_ApplySetRetireDate	08198F80	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1922
TONGM_ApplySetTaskValue	08198AA0	3:number 4:number	0	0	number,number	1	251
TONGM_CheckRight	081983B0	3:number	0	0	number,number	1	299
TONGM_GetFigure	08199EC0	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1821
TONGM_GetJoinDay	0819A520	1:string	1	0	number,number,number,number,number,number,string,number,number	3	1641
TONGM_GetJoinTime	0819A660	1:string	1	0	number,number,string,number,number	3	1321
TONGM_GetLWeekGoalOffer	081998C0	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1249
TONGM_GetLWeeklyOffer	08199CA0		0	0	number,number,number,number	1	257
TONGM_GetLastOnlineDate	081994E0	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1923
TONGM_GetMoney	0819A3E0	1:string	1	0	number,number,number,number,number,number,number,number,number,number,string,number,number	3	1804
TONGM_GetName	08198D60		0	0	string,string	1	83
TONGM_GetOffer	08198800	3:number 4:number	0	0	number,number,number,number	1	411
TONGM_GetOnline	08199DB0		0	0	number,number	1	97
TONGM_GetRetireDate	08199100	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1923
TONGM_GetSex	0819A000	3:number	1	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1817
TONGM_GetTaskValue	08198C80	3:number	0	0	number,number	1	219
TONGM_GetUTaskValue	08198BA0	3:number	0	0	number,number	1	219
TONGM_IsExist	08198350		0	0	number,number	1	81
TONG_AddTaskTemp	0818B280	2:number 3:number	0	0	number,number	1	194
TONG_ApplyAddBuildFund	08194650	2:number	0	0	number,number	1	178
TONG_ApplyAddDay	081959D0	2:number	0	0	number,number	1	178
TONG_ApplyAddEventRecord	0818BFE0	2:number 3:number	1	0	number,number,number,number,number,number,number,number	1	1006
TONG_ApplyAddHistoryRecord	0818C090	2:number 3:number	1	0	number,number,number,number,number,number	1	830
TONG_ApplyAddLWeekGoalValue	08195010	2:number	0	0	number,number	1	178
TONG_ApplyAddMoney	0818BE50	2:number	0	0	number,number	1	390
TONG_ApplyAddPerStandFund	08193150	2:number	0	0	number,number	1	178
